sentiment	productId	userId	summary	text	helpfulY	helpfulN
1	B001EQ5EQE	A3B2Q0BDRNII3S	Excellent product and price	Lavazza decaf espresso was the best tasting of the 6 leading brands I tried in my Gaggia Classic machine, and this 4-pack was the least expensive per can that I found on the internet. The grind is not quite fine enough but 3 sec in a cheap non-burr grinder produced the correct degree of fineness for a mouse's tail and perfect crema.	4	1
1	B006N3IG4K	A3LXOMANBRFQJG	Smells amazing!	I'm not a huge flavored coffee fan. Usually I prefer lattes with flavored syrups. A friend sent me a K-Cup to try and the smell was mouth watering before it even finished brewing. The flavor was strong enough to drink it only with milk; I added a little vanilla syrup when I reheated it. I am not a coconut fan but the flavor is barely there. It is just a unique taste for when you're in the mood for something different!	0	0
1	B000G6RYNE	A1GV4HEM6XZC06	These chips tasted good	These chips were good. I ended up eating a whole bag a day for a while cause they were so good. I am glad that they do not have any dextrose in them like lays do.	3	1
1	B000BYLQW6	A1IY251KN25VHT	Best Treat Ever	My puppy, Megabyte, is a very picky puppy.  After spending hundreds of dollars on finding treats that she will eat.  These are one of only two.	3	1
-1	B0006VB3TA	A3PCDKZFGAIFLI	Everlasting Treat	Great if the dog doesn't get the treat out of the ball when its first inserted...Hard to insert so it amazes me how the dog can achieve the task of getting the treat out of the ball when new...Like the buy three deal and get the fourth free...	0	0
1	B005K4Q1VI	ABPNZ9RKXOP0E	cocoa	great product for keurig coffee maker. works fine with coffees and cocoa mixtures. Is good for just hot chocolate. like purchase price	0	0
-1	B0002BB0D8	A15W4NATN3C3RA	lasts about 10 min.	My Dog loves them but the only thing that bothers me is they only last about 10 to 15 min.And they are a little pricey.	0	0
-1	B001BM6Q0Y	A2SJK4RQJ1IY46	no salt soup ad says no cholesterol; the facts are different.	"This is for the Health Valley Tomato Soup No Salt Added, 15 Ounce Cans (Pack of 12).  I purchased this specifically for a person with heart problems.  One of the problems with canned foods is too much sodium, so the No Salt Added is a good feature.  Another problem is cholesterol content.  The ad for this product states 0 mg cholesterol, which is a false statement.  Apparently the supplier did not update the ad when Health Valley changed their recipe for their No Salt Tomato soup and is now adding cholesterol.  The cans I received have a ""NEW"" on the label, which the can shown in the ad does not.  This is an honest mistake on the seller's part, but he should correct it, and he should list the true contents."	1	0
1	B000E3ZFIK	A1001TYW5FZYD9	great taste	My husband has to limit the amount of sugar he takes in and these contain no sugar, and they taste great!	0	0
-1	B003VXFK44	A7CTIXDLF8I5W	Either I got a bad batch or....	"...or the good reviewers' taste buds are weak.  This is some disappointingly<br />weak coffee.  I'm not some crazy ""gotta have my jet black sludge to get<br />through the day"" coffee drinker - I'd say my favorite (and my wife's) is<br />Caribou Blend.  This blend is WEAK, it can't hold half-and-half or even<br />just whole milk without being wiped out.  Now, I will say I brew it on<br />the ""large cup"" (9.25 oz, I believe) setting on our Keurig, so maybe it's<br />a bit better on the 8oz setting, or even the small setting.  But Caribou (we<br />also like Donut Shop, Green Mountain Kona Blend 10%, etc.) can be easily<br />brewed on 9.25 and hold a good bold taste.  This coffee doesn't<br />hold a CANDLE to any of those.  Now I'm stuck with 40+ of these. Blech...maybe<br />the guests won't mind it! :)"	0	0
-1	B009HINRX8	ATNQNZEHWMR9U	Note: Rating both coffee and seller	"This coffee is good but, for me, it's nothing special. I will buy it again because it's a nice, mellow blend, and my favorite daily coffee, Nabob, must now be shipped from Canada. However, on my first order to the Canadian company, it's taking a long time to be delivered (still haven't gotten it).<br /><br />The reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this ""Kona coffee"" is actually only 15% Kona. If you look very carefully at the photo of the disc, you can see that information, and there's a legal disclaimer saying that the product may not match exactly with the description. So it's my fault for not reading more carefully, but I was happy to see what I thought was 100% Kona and wasn't careful. I've bought the 15% Kona before in a local store and did know that there was such a product in the Tassimo discs, but I just read the product title and ordered.<br /><br />As I said, the coffee tastes good, the amount of coffee is the usual amount, neither the small cups of some European coffees or the extra large size, and I would recommend the coffee. Just be aware that this is blended coffee with only 15% Kona. And don't expect it to come in a flash, as it did when Amazon Prime delivered it."	0	0
1	B004B9EQKQ	A3G4RFOQBK3E0V	Natural, Grain Free and my Dogs love it	My dogs love this food and with the limited ingredients and low allergins, it makes it great for them as well.	0	0
1	B002OLK5JO	AIQDUKFB4X38M	Heartier And Better Than I Expected	This soup is like a combination of vegetable, lentil and Spanish rice soups.  It has a slightly gelid texture, though I never add as much water as I should.  4.5 stars to be exact.	2	0
-1	B007PM9YM6	A8KVPARHF90Y	Ho Hum.....	I'm drinking my first cup right now.  The rest of the package is going in the freezer for emergency use only.  It is NOT full bodied, it is NOT full flavored .... maybe they think dark roast refers to color?  Don't waste your money on this one!  Blech.... weak brown water...	0	0
-1	B001LG945O	A2UN4S3N7VYLEV	Not terrible ... but I'd rather just have orange juice	"I tried this product after Switch's Watermelon-Strawberry drink, and while I thought that drink was decent, I was not a big fan of the Orange-Tangerine flavor.  The taste was an obvious blend of a number of different flavors in addition to orange and tangerine, and for me that made it taste more Orange-ish than Orange.  As others have noted, the amount of calories and sugar are not that different from a cola, so it's not really clear that it's THAT much healthier than other sodas.<br /><br />Personally though, I'd rather just grab a glass of orange juice or eat an orange instead.  I guess it depends on what you are deciding to ""switch"" from: for people looking for an alternative to cola, I guess this might be an attractive product.  But as someone who prefers water or tea and rarely drinks sodas, this product isn't close to making me want to ""switch""."	0	0
1	B0018RXITE	AOKTGZYID1I2J	100% Pure Organic Sunflower Butter - no soy here!	I originally ordered this product as an allergy-free alternative to peanut butter.  I have many serious food allergies (peanut, walnut, almond, dairy, gluten, corn, soy), and another popular brand of sunflower seed butter (sunbutter) is manufactured on equipment that also processes soy (not just in a shared facility, but on shared equipment)!  I am thrilled to say that this sunflower butter is not only smooth and creamy with a delicious taste, but it's organic, has no added salt or sugar, and is free of other allergens.  Give it a try, I bet you will love it!	4	1
-1	B004391I3C	A2YFLCS9HQL6OF	coffee pods	The coffee pods are convenient but the quality of the coffee is not good (you will find this especially if you are used to using a grinder, fresh beans etc). I'm not sure if this is due to the pod itself or the machine in terms of temperature, pressure. I suspect the problem lies with the pod technology and the coffee within. I'm going back to a grinder, fresh beans and a traditional machine.	0	1
1	B001P737PC	A2XJLCS5RVMLRZ	More butter please!	Could have been more buttery but otherwise a great popcorn for 100 calories. It seemed to be larger than other 100 calorie popcorn bags.	0	0
1	B002SW7ZOW	A1RPCL4E65WA4Y	Wu-yi is	The tea tastes great and helped me curb cravings during dieting. The tea was inexpensive and came packaged in a pretty box. The bags are flimsy, but I just throw the bag in a tea ball with no worries. I will continue to keep this on hand as part of my tea collection.	2	0
-1	B00389Q4XW	A315IIQ8QOROBZ	Kids will be satisfied.  Adults, won't want to waste their calories.	"Definitely use the smallest amount of water and be sure to shake the cup before brewing.  The kids got a kick out of making their own ""kid coffee"" but this was only after we tweaked it with less water and brewed it with 3 marshmallows on top. (The hot cocoa hitting the marshmallows releases added sugar as well as turns the marshmallows nice and mushy :)<br /><br />The rest of us don't care to waste our daily calories on something that was, in our opinion, chocolatey water.  Still, it was worth the price for the simple fact that the kiddos can come in from sledding and brew their own hot cocoa without much mess."	1	0
1	B001LG945O	A1ONZ8JRPLBNUI	Mona Lisa	Very Natural flavor. Not loaded with sugars and other things not good for you. Has a fresh taste of orange/tangerine and the carbonation is great. Great taste. I enjoyed this product and would recommend.	0	0
1	B003NDA970	A2Q4CM2SJHV1KJ	great product, a little pricy, but worth it.	I enjoy it practically every evening, it is very good popcorn, not as much hulls and small when popped.	0	0
-1	B000MXJRA4	A2TI4F2QJ4QZGH	BPA!!!	Consider purchasing a different product, this juice is contained in plastic #7, one known for BPA and is widely told to avoid, especially for babies!!!	6	0
1	B004565GV8	A1T7RBZCD2LM4F	BEST. GUM. EVER.	This is the absolute best gum flavor ever.  It really tastes like Key Lime Pie and the flavor lasts a long time. Yummy!	0	0
-1	B000KFXEYE	A21P1QGJAKNZ3G	Taste is individual	I LOVE dark chocolate so when I saw the reviews of this kind I figured I'd give it a try.  Now taste is a matter of individuality so I'll give you the difference in this Belgian Dark Chocolate by Stephen's and my usual Nestle Rich Chocolate:<br /><br />Belgian:150 calories per serving,  serving is 3Tlb mix and only 3/4 cup water or milk.<br />vs<br />Nestle: 80 calories w/water per serving, serving is 2Tlb mix and a WHOLE cup of water.<br /><br />Belgian: Total Fat 3.5g,  Sodium 240mg, Total Carbs 27g, Sugars 22g, Protein 2g<br /><br />Nestle: Total Fat 3g, Sodium 170mg, Total Carbs 15g, Sugars 12g, Protein 1g<br /><br />I first mixed the Belgian mix as directed but couldn't finish it due to the fact that it was just too sweet for me.  It IS creamy, but just too sweet.  When I use the Nestle I only use 1/2Tlb and a squirt of dark choc. syrup and I'm happy with that.  So I then mixed the Belgian as I do with the Nestle and it's ok.  I can't rave about it due to the fact that it's higher in sugars and sodium than the Nestle and if you are trying to watch those things you might want to take that into consideration.<br />To me dark chocolate shouldn't be as sweet(or sweeter) as milk chocolate, I'm sure that's why I prefer dark chocolate.  I'll even add some unsweetened chocolate powder to my mix at times.<br /><br />But as I've said it's all in your individual taste, I just wish they would have listed the Nutrient Facts along with their ingredients.<br />Not bad, just not all that great if you don't like REALLY sweet hot chocolate.	1	1
1	B0018ATXEU	A3AR4GTC01JDHW	YUMMY	i have been looking for this candy for over a year..... I used to enjoy this as a young kid and now its back!! all there is to say is YUMMY!	0	0
-1	B001LO4ZWI	A2M687HYOW9JFW	Perversion of taste	A watered down perversion of the acai berry.<br /><br />This juice comes on strong and harsh.  With tart aftertaste and no texture.<br /><br />That's because it is mostly apple juice, grape juice, pomegranate juice, blackberry juice, blueberry juice, and tart cherry juice.  Oh yeah there is some acai berry juice mixed into this concoction.<br /><br />You shall not find that distinctive  smooth chocolaty acai flavor here.  There is no milky mouth pleasing texture neither.  For that exotic unique acai experience try Zola or Samzon  brands.<br /><br />I'm not saying that this Lakewood juice product isn't nutritious.  That's not my point.  I'm saying that it's a juice blend that does not taste anything like the real acai juice.	2	0
-1	B003NDA970	A26GU700BXI170	Poor product	This is  terrible popcorn! No taste, poor popping ratio. and the size OMG! I popped this Gourmet popping corn in front of a party, everyone busted out in laughter!	0	0
-1	B000EW0XFQ	A1EMQTSHZ86BNM	Dog won't eat it	I was optimistic about this, but neither the people nor the dogs would eat this cereal.  We threw out all 6 boxes.	1	1
1	B005K4Q1VI	ALHX4DKHGQD4Z	nummy	My boyfriend and I really like these k cups. We have tried others and they were kind of gross. These are the ones we will stick with. Can't go wrong.	0	0
-1	B001S3LWQO	A1NPH4AAIVOZK1	I Don't Like the Blondies...	I love the chocolate brownies that i've ordered from this company, but to me - the blondies seem wayyy undercooked.  I know people love brownies moist and chewy, but to me they seem doughy and almost like raw cookie dough.<br /><br />They have candies on them and caramel etc., and i feel they are a good product and company - it's just that i like my blondies cooked longer!  I am going to try to bake one in the oven, altho i know parts of it will melt.	0	0
1	B00139TT72	A2VMWFFMKHP6UK	GREAT for my little guy, HUGE difference over store brand	My Chiweenie was having issues with dandruff, constipation and a dull coat. We researched different dog foods and bought Newmans Own for Active or Senior dogs. In about 3 weeks, its like having a brand new dog. He is so soft, dandruff free, having healthy 'movements' ;) and he loves the food. I can give him a piece of it as a treat and he really thinks it is, ha ha. Moral of the story, we will never go back to bargain brand. For just a little bit more our dog is healthier, softer, happier and its worth it.	1	0
-1	B000PDY3P0	A23AQVK82FKZRK	Popcorn Tastes Stale, Dry and Old	We had just received this afternoon  and popped one bag to share this eve. We followed directions exactly. You taste the hint of movie theatre popcorn, but this popcorn is not fresh. We were very disappointed and couldn't even eat what we had popped. We have had this type of product by a different name and maker at a friends home, and their product exceeded this one with more freshness and taste  in every way. I wanted to return immediately, but Amazon policy for this item wouldn't allow it. The best popcorn is fresh popcorn. All the kernels popped; nothing burned.This is just old stale popcorn. Obviously, I would never buy it again, nor would I ever recommend it!	0	2
-1	B0016FY6H6	A37Y0WULUM9IJ5	Not worth it!	"If you plan on making a pitcher of tea, forget it, it takes 4 packs for 64 oz and is still very, very weak in flavor, and it must be consumed in 12 hours (so they say) so you're much better off brewing your own.<br /><br />However, if you're idea is to ""stash"" this in your purse (for the ladies) or pocket (for men, which would be weird) it's still misses the mark. One packet does very little for flavor with 16 oz of water so you'd have to use two, and WHO drinks just 16 oz of water when out to eat or something of that nature? Also, with only 8 packets in a box, that gives you 4, 16 oz drinks for $3. Not sure it's worth it at all, I'd rather drink lemon water when out than this."	0	2
1	B004157PZI	AXSQGK5IGCYI	yummy	Great product and it tastes great.  I keep a bag in my drawer at work in case I get hungry and its great to eat to keep my protein count high since I'm working out.	0	0
1	B00196497O	A3B1360JOYS0GJ	Energy booster!	So let's be honest. I have severe anxiety and depression issues which has gone on my whole life. I have been prescribed dozens of different meds to help with it but nothing has. Also, I don't have insurance so I literally put out hundreds a month to try new drugs that didn't help. More importantly, the side effects were sometimes as bad or worse than my symptoms. I have also tried other natural cures that didn't help.<br /><br />Several of my friends suggested I smoke hemp as a natural cure. I'm not against it but I'm not a smoker and I've had professional jobs where I could be tested, anyway. So I thought, let's check Amazon and see what natural hemp products are available.<br /><br />First I tried hemp powder, which I also reviewed if you're interested, and it tasted like sand. It will take me all year to be able to finish the 3 lb bag and that's if I ever do. Then I tried this.<br /><br />I'm very honest in my reviews so I wouldn't recommend this if it didn't truly help. It's not a placebo-effect thing, either. I have tried too many meds for that to even be a possibility, trust me.<br /><br />The one thing I can tell you for certain is within the first week it greatly and noticeably increased my energy levels. I have done more around the house in the past few months than I've done in the past few years. I have gone through 2 subscriptions of this and the energy hasn't gone away. I am a big and tall person so I take 4 in the morning and 4 at night, usually.<br /><br />Anyone who has depression/anxiety issues knows that sometimes you barely feel like getting out of bed most days. You get a heavy feeling like there's lead in your veins. If you've been through it then you understand what I'm talking about.<br /><br />I can say with 100% honesty that it has given me way more energy and it has helped with that heavy feeling. Can I guarantee it will work? No. My aunt and mom tried a couple just one time and they didn't notice any difference. But it has sure worked for me taking it daily. What I can tell you is that you should at least try it. If it doesn't help, just don't buy it again. But it is sure worth a try because it might help you as much as it has me. I will take this supplement for the rest of my life, as far as I'm concerned. That's how much it has helped.<br /><br />I hope it works for you, too.	13	0
-1	B001ELLB4S	A1JFSDFJXU5TB6	Taste is not good, texture is thin	I have tried a lot of different powders, and while I like that this one has fewer calories, the taste is just not that good. It's hard to describe - it actually is very hempy, if you are familiar with the taste. That's fine if you like it, but I didn't think it went well with chocolate. It's also very strong and sweet.<br /><br />There is also very little texture added by the powder, so smoothies made with this are thinner than those made with other protein powders.	0	0
-1	B008Y1Y7PQ	A1VBPLK3320LUN	Disappointment - salt overpowers all tastes	I am a fan of Silver Palate cookbooks and was delighted to see this sauce on the grocery shelf. After getting it home and warming it in a saucepan, I gave it a taste. It was so salty, it was inedible. (And I am not reluctant to use salt.) 660 mg of sodium per 1/2 cup? Are they serious? The salt overpowers any subtle flavors in the sauce. With hypertension representing a major health problem, this is irresponsible. It leaves a bad taste in more ways than one.	0	0
1	B001RVFDOO	A9IWCECTCTPHV	Pop Chips - Better tasting and Better for you than regular chips	These are better than any low calorie chips I've ever had, and I prefer them to normal chips. They are wonderful. Oprah even loves them.  I would buy this box again, and probably will, because I LOVE that these are 100 calorie packs. The barbeque and salt and vinegar ones are AWESOME.	0	0
1	B001EPQQL2	A13QM0HT6VXHL5	yummy good substitute for brown sugar	This is a most excellent sugar substitute for those who watch their sugar intake.<br /><br />BUT!!! (and this is important because one does tend to follow recipes to a fault) you must use half as much as the recipe calls for, which btw, does not work as well as you'd hope.  It's just not nearly as sweet cup for cup.<br /><br />I make that up using extra Splenda white because I use brown sugar for it's sweetness as well as the molasses flavor.  This is why I will only give it four stars....because they COULD make it cup for cup by doing what I do and adding more Splenda white so a baker could follow their recipe and not give it a second thought.  Heaven knows they're charging enough for it.<br /><br />I'm sure you know this:  Brown sugar is unrefined or molasses sugar.  You can make your own brown sugar by adding 1 tablespoon unsulfured molasses to 1 cup cane sugar and mixing it with a fork. It comes out nice and fluffy and you can control how much caramel flavor it has.  (and how much extra sugar too)<br /><br />Splenda brown sugar blend as it is, is a very coarsely granulated Splenda, a little coarser than Splenda white.  So the texture is better than what you might mix up on your own.  So for convenience, you can't beat Splenda brown sugar blend.  The Splenda brand is superior (in my opinion) to the store brands that are popping up but YMMV, and your store might have a really good version.<br /><br />Still...and this accounts for a very good four stars you can always count on Splenda, for texture, for flavor and consistency.  When you bake, that counts for a lot in my book.	0	0
-1	B001P3NU30	A1LLDDHAKWYRM1	Supervision Necessary!	Only gave it 3 stars since these require supervision.  My Jack Russell enjoys them.  My rat terrier does too, but I rather he not use them since he already loves Hartz's Chew N Clean.	3	0
1	B0006J6GWG	ACM2487CXB9KS	Best cat treat on the market!	I'm a profecinal cat trainer and have used several different treats including raw/freezdried raw  home made and comercial treats over the last 10 years. These treats take the cake and run. OMG all cats/ clients cats love these treats. They are the onlything i will ever use for training again. Best cat treat on the market. just dont forget to cut them up in little pieces there to big for your average house cat.<br /><br />If you have a finiky cat that dosnt like to eat. well here is your god send. Just crush some up and toss there food in it. Its a garanteed way to get them to start eating again. Dont use a ton since its high in fat.	2	0
-1	B0016PKA1C	A2XXD7R9EOE6S1	Works, but hard to open...Buy larger version instead of pod	Even with the tips shared on how to open it, it's still pretty difficult to open.  I guess I have weak hands. My husband usually has to open it for me, and even he doesn't do it with ease.  I would recommend getting the larger Prepara herb savor instead of the pod.  It's much easier to open and can hold more.  I could hardly fit any cilantro in the pod (considering that the grocery sells them in such large bunches and I only use half).	1	0
-1	B00434J6YK	ATM0FEJBT1XIX	Tasty and no wheat, but contain soy and palm and canola oils	"Pros:<br />- These are definitely tasty -- especially when taken from the freezer!<br />- Wheat is not one of their ingredients, so they're OK for gluten-sensitive but non-allergic people.<br /><br />Cons:<br />- They contain (less than 2% of) soy (lecithin) which is a state recognized allergen.<br />- They contain canola oil which is one of the least healthy oils on the market, devoid of nutrients and chemically processed.<br /><br />May be a con:<br />- They contain palm oil which unless harvested conscientiously (and more expensively) significantly contributes to the rainforest destruction e.g. in Indonesia. I don't know how Nature Valley's suppliers harvest their palm oil -- hence the separate ""may be a con"" category."	0	0
1	B000HB9TLI	A25CH7RG2XS04L	heart healthy tea	good tea -- good for blood pressure. tastes good and smells good too.webvitamins good place to order from. fast and efficient, especially with amazon as the go-between.	15	1
1	B003R0LKSG	AU6934UFLOBMV	Tip on the 'pop top' can lids	If you're setting out a whole can at once or transferring some of it to a container for later use, flip the can over and use a can opener to remove the bottom of the can. You can then pop the top of the can, releasing the vacuum holding the food in place and the whole thing will slide out cleanly. Much easier and tidier than scraping out the can with a spoon!	11	0
1	B004K30HO2	AHEZGOJFMLDZL	Excellent product	I have tried another brand of one cup coffee making.  These made the job easy and no mess.  The other method had a plastic holder and lid and a paper basket.  You disposed of the inserted paper basket only.  The plastic would be very warm to the touch at the very least.  Then you had to rinse the plastic holder and top for any grinds that might have escaped.	0	0
1	B00067ITNW	A3JPTQPOKO6TVO	Fantastic	"I went to a gourmet store and asked for their ""Chocolate Expert"" to recommend a chocolate among the high-end makers.  He pointed out this brand, which was affordable as well as incredibly flavorful.  If you need a chocolate to melt in your mouth, savor the Santander 53% cocoa."	2	0
1	B004391DK0	A32O1Y2DOSWESZ	this is a great product!	I love this!  Such a great product for all us gluten free folks!  It works the same as the regular Bisquick. Their website has tons of gf recipes too!  This makes delicious pancakes and 'magic crust' pies. Yummy!	0	0
1	B000G6RYNE	AOSFLVLMAG0N5	Barbeque perfection	The barbeque flavor of these chips is really perfect! Just spicy enough, a hint of sweetness, just a little smokey. The chips themselves are extra crunchy and just thick enough to be substantial, but not hard. This makes for a wonderful snack or a great accompaniment for burgers, hot dogs or brats, chicken or just about any casual entree.	0	0
1	B00166D8TW	A29WOWF7GNCTBR	Low calorie, high protein, great taste	I really like this protein drink. I'm pregnant and trying to increase protein in my diet without adding a whole lot of extra calories or fat. This is the perfect solution. I usually mix it with a combination of 1/2 plain almond milk and half water. I also usually add a little more liquid than it says in the directions, otherwise I find it too sweet. The nice thing is that it is sweetened with stevia instead of a calorie-filled sugar of some sort. I prefer egg protein to other proteins because soy is often GMO and not recommended in high doses in pregnancy (or for anyone actually), and whey protein is a dairy product, which I generally don't tolerate well. Egg protein is perfect for my needs.	1	0
-1	B0012272JC	AGY45Z8PWPA9O	Price increase !!!!!	"I bought from Amazon in Sept 09 for $26, now Apri 10, price is $36. Maybe time to buy jalapeno stock???<br /><br /><a href=""http://www.amazon.com/gp/product/B0012272JC"">La Victoria Hot Jalapeno Peppers Diced, 4-Ounce Units (Pack of 24)</a>"	0	3
-1	B0045CTYNI	A3B3PJBVRK31KY	Very salty	I expected this product to be similar to those sold by Mrs. May's. What a disappointment! They are very salty. Imagine taste combination of salt and sugar. The bag is going back to Costco. I would not eat another piece, even if it is free.	1	8
1	B004ALGNQ0	A36GEN9PV4OX1A	Babka	This is a great product. Great flavors and very fresh. I received it quickly and damage free. It is my opinion that this is a great value and I highly recommend it.	1	0
1	B001E5E29A	A1RCC99UIVWE25	Scrumptious!	We first had Stonewall Waffle Mix when we received it in a gift basket about a year and half ago.  We have been using it ever since.  The flavor of the waffles are absolutely out of this world.  We won't ever go back to Bisquick for our waffles!	0	0
1	B000BXUVYG	A2KF8U70R29ETG	Great treats!	Just like the other reviewer, my cat wants to eat these instead of his actual meals! LOL He's truly addicted. I am glad they have this formula with the hairball control, they have helped out so much and he rarely gets them anymore!	0	0
1	B001CWZXIY	A76CBKP9PQXJ3	Both formulas are excellent for my dogs!	I have a nearly 1 year old golden retriever/standard poodle mix, and a 6 year old german shepherd. The doodle gets the chicken and  brown rice (just switched her a few weeks ago from Nutro Max) and the shepherd gets the healthy weight. I have tried several different foods for the doodle, and many of them caused problems like diarrhea and stinky, stinky farts. With this, while switching from the Nutro Max, she had none of those problems. In fact, I only took 5 days to switch her instead of 2 or so weeks, and she didn't have any digestive problems. Both dogs seem to like it and it is definitely cost effective... several dollars cheaper at my local Wegman's and there are always coupons in the paper. This is a very high quality food for the price, and I like that it's available at the grocery store as I live in a small town. I highly recommend this food and hope to feed it exclusively for as long as my doggies shall live!	0	0
-1	B000BXUVYG	A1NE33VZ6Z0PFK	Causes Vomitting!	I've tried it with both my cats, several times. Every time they eat this, and other Whiskas Temptations products, they vomit within minutes.<br />They LOVE it, they WANT it, it's CHEAP but it makes them puke, so, I'd consider this a bad purchase.	3	0
-1	B00474ARU8	A5582IFMLAX8I	Not San Francisco Bay Coffee Company	"My parents fell in love with 'San Francisco Bay Coffee Company' coffee, which use to be available at our local AZ Costco. For christmas I looked every where for this coffee & found what I thought was a great value on Amazon. When I bought it (12/21/11) there was ""No Image Available"", should have been my first warning sign. They had lots of pictures of the 12oz bags of coffee from the San Francisco Bay Coffee Co, but I wanted something bigger, and this was 2 lbs. Now there is a picture availble, but if you look closely it's ""Roger's Family Company"" coffee, who is technically located near the San Francisco Bay Area. So if you're in love with San Francisco Bay Coffee Company, don't buy this coffee. But on the upside, since I waited till the last minute to buy it, I gave it to my parents for christmas anyway & explained what happened, but they said the coffee was pretty decent. So still makes a nice cup of coffee, just not San Francisco Bay Coffee Company coffee."	1	4
1	B000F4EU52	A374MHJO2OR1S4	Great Dessert!	This is great chilled and topped with fresh whipped cream.  It is my husband's new favorite dessert.<br /><br />I don't find the texture off-putting.  Of course, is isn't as crunchy as fresh fruit, but the taste is great.<br /><br />If I can get my husband to eat fruit instead of ice cream it gets an A in my book!	4	1
1	B003EML8PM	A2NRKNW644Z7F4	pork rinds	This is a great product. You do have to play around with the cooking time for your microwave or you can easily overcook. The product was delivered quickly and in great condition.	2	0
-1	B005K4Q1VI	A1NK86G7OK4E54	Decent Flavors but a little weak	Even on the small cup setting of the elite, these are a little weak for me.  Make sure you shake the cups before putting them in your machine or they will be way too weak.  I also run a cup of hot water thru the maker before using these so there is no coffe taste to them.	0	0
-1	B0052BRXDY	A32QUIZ8FPF7OM	ok, but not great	Recenly purchased a 6 pack of these cookies because my 3 year old loves oreo's and had recently bought Country Choice at a local health food store and loved those.  Found Newman-O's to be a few dollars cheaper and figured they would taste pretty much the same as the other organic brand.  Next time I'll pay the extra money for Country Choice Organic chocolate sandwich cookies.  I do like the fact that Newman's cookies are organic and have no trans-fat, but they lack a bit when it comes to taste.  We'll finish our 6 pack but won't buy these again when there are other organic cookies out there.	1	1
1	B002TDK0VK	A3FU8FVBZ8ZODD	Best by the case	Don't buy just a few of these!  I order these by the case.  I can't even remember the first time I tasted an anchovy stuffed olive but I have tried several of the brands online and this brand is my favorite.	0	1
-1	B002C50X1M	A3FRWBGL8TSOY7	FLAVOR TOO STRONG, COATING TOO MESSY	The kettle chip itself is crisp, crunchy and good, although somewhat greasy.  Over coated with the flavoring causing mouth burn when it was not expected in a chip with Rosemary flavoring.  Leaves greasy, gritty residue on fingers after two or three chips.	0	1
1	B000UBDKII	AR4RN10Y6JYTY	Amazon to the rescue for Senseo French Vanilla!	It's so easy to order our favorite coffee from Amazon.  We love the taste of the coffee and ease in brewing it.	0	0
1	B003VXFK44	A1RVCWFP3SC3GU	YUMMY	We always drink Timmothy's or Emeril's. Thought we would try something different. Not too many decafs to choose from. We were pleasantly surprised that this had a great taste with a full bodied flavor. I like my coffee on the milder side so I can even get 2 cups from 1 Kcup.	1	0
-1	B00008JOL0	A3THEEZ55XYMJ6	dog refused	My dog refused to eat any of these.  I had to give them away.  Beware if your dog is picky.	0	2
1	B00068PCTU	A15YB0DWQ815SY	Great taste, safe & Natural	"I have recently been on a low carb diet, as I find that I can no longer tolerate even natural sugars like agave, honey, and dates. These raise the blood sugar which spikes the insulin, a hormone whose message is ""store fat!"" Insulin also causes the kidneys to retain water and therefore I would bloat from a high carb diet.<br /><br />My dilemma is that I love sweets--and now it is not a problem, thanks to products like stevia, a natural plant that has safely been used in parts of the world as a sweetener for hundreds of years. It has no calories and no impact on the blood sugar (although for some people there might be a bit, as the brain is tricked into thinking it is getting sugar). Stevia used to be legal in the USA only as a cosmetic product because of politics: companies that made low calorie sweeteners such as aspartame did not want competition. Yet, aspartame gave me headaches and even sometimes symptoms of multiple sclerosis. So I would use stevia at times, but the aftertaste was bad--and to be honest, I wasn't too crazy about the ""during taste"" either.<br /><br />Then I tried NuNaturals. This product is awesome and like no other stevia I have tried. It is not only delicious but also has no aftertaste (unless you put in way too much--a common mistake by people new to this). It comes in tablets and in powdered form (in a bottle or handy packets with individual servings). It also comes in alcohol-free liquid form and even in vanilla flavor. Unlike aspartame (which becomes even more toxic when heated) stevia can be used in baking. NuNaturals has a stevia baking blend just for that. (Since I am a raw fooder, I can't tell you how it tastes, but I am sure it is good, judging by their other products.)<br /><br />Thanks to these great products, I can do a low carb raw diet but not be deprived of my sweets!"	6	0
1	B004X2KR36	A2W3ABLWMJ84NS	Good	These looked like a perfect snack to through in with my trail mix.  Unfortunately, they arrived in a solid mass of melted chocolate.  I left them in my pantry for a few days, and when I opened them at room temperature they were still gooey.  I through them in the fridge and I've been breaking off hunks ever since.  They taste good to me, but the chocolate is all grainy after melting and then solidifying again.  I won't order them online again, but if I see them in a store I would pick them up.	0	0
-1	B0036THN2A	A10164SJUITMKQ	Good product	This is an effective product for producing milk however my 2 month old wasnt getting full from my milk because it produces an abundance of foremilk which is watery and not enough hindmilk which is the creamy stuff. Also my son got diaper rash and was gassy.	0	0
1	B000G6RYNE	AU3VZDTQH0J4M	These chips make me weak at the knees	These chips remind me of a long obsolete brand of chips we could get in middle school. They are by far the tastiest chips I've had and it's impossible to walk past the aisle without picking up the trademark blue bag and then putting the bag clip on the bag!	0	0
1	B000G6RYNE	A2A8KWCE8RKB9T	Good chips	I don't know what to say that others have not covered. If you like potato chips you will like these. Get em on sale when you can and limit your intake...if you can...	1	0
